Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Genetic optimized artificial immune system in spam detection: a review and a model","Artificial Intelligence Review","","40","3","10.1007/s10462-011-9285-z","Raed Abu ZitarAdel Hamdan","2013","http://link.springer.com/article/10.1007/s10462-011-9285-z","Article"
"A Knowledge-Based Multimedia Distributed System Model","Knowledge, Data and Computer-Assisted Decisions","","","","10.1007/978-3-642-84218-4_18","Danco DavcevDusan CakmakovVanco Cabukovski","1990","http://link.springer.com/chapter/10.1007/978-3-642-84218-4_18","Chapter"
"Understanding Software","Software Design — Cognitive Aspects","","","","10.1007/978-1-4471-0111-6_6","Françoise Détienne PhD","2002","http://link.springer.com/chapter/10.1007/978-1-4471-0111-6_6","Chapter"
"Errors in the CGM Standard","CGM in the Real World","","","","10.1007/978-3-642-73629-2_23","Anne MumfordMark Skall","1988","http://link.springer.com/chapter/10.1007/978-3-642-73629-2_23","Chapter"
"“Making it real”: exploring the potential of augmented reality for teaching primary school science","Virtual Reality","","10","3 - 4","10.1007/s10055-006-0036-4","Lucinda KerawallaRosemary LuckinSimon SeljeflotAdrian Woolard","2006","http://link.springer.com/article/10.1007/s10055-006-0036-4","Article"
"Modeling Student Knowledge: Cognitive Tutors in High School and College","User Modeling and User-Adapted Interaction","","10","2 - 3","10.1023/A:1026505626690","Albert CorbettMegan McLaughlinK. Christine Scarpinatto","2000","http://link.springer.com/article/10.1023/A%3A1026505626690","Article"
"Cultivating a research agenda for data science","Journal Of Big Data","","1","1","10.1186/2196-1115-1-6","Chris A Mattmann","2014","http://link.springer.com/article/10.1186/2196-1115-1-6","Article"
"Introduction to the Special Issue on Meta-Learning","Machine Learning","","54","3","10.1023/B:MACH.0000015878.60765.42","Christophe Giraud-CarrierRicardo VilaltaPavel Brazdil","2004","http://link.springer.com/article/10.1023/B%3AMACH.0000015878.60765.42","Article"
"Text Mining via Information Extraction","Principles of Data Mining and Knowledge Discovery","","","","10.1007/978-3-540-48247-5_18","Ronen FeldmanYonatan AumannMoshe FreskoOrly LiphstatBinyamin RosenfeldYonatan Schler","1999","http://link.springer.com/chapter/10.1007/978-3-540-48247-5_18","Chapter"
"ECHO: a digital library for historical film archives","International Journal on Digital Libraries","","4","1","10.1007/s00799-003-0062-8","Pasquale SavinoCarol Peters","2004","http://link.springer.com/article/10.1007/s00799-003-0062-8","Article"
"Estimating the information gap between textual and visual representations","International Journal of Multimedia Information Retrieval","","7","1","10.1007/s13735-017-0142-y","Christian HenningRalph Ewerth","2018","http://link.springer.com/article/10.1007/s13735-017-0142-y","Article"
"A Sequential Minimal Optimization Algorithm for the All-Distances Support Vector Machine","Progress in Pattern Recognition, Image Analysis, Computer Vision, and Applications","","","","10.1007/978-3-642-16687-7_64","Diego CandelRicardo ÑanculefCarlos ConchaHéctor Allende","2010","http://link.springer.com/chapter/10.1007/978-3-642-16687-7_64","Chapter"
"Automatic Keyword Extraction from Historical Document Images","Document Analysis Systems VII","","","","10.1007/11669487_37","Kengo TerasawaTakeshi NagasakiToshio Kawashima","2006","http://link.springer.com/chapter/10.1007/11669487_37","Chapter"
"A Flexible and Efficient ML Lexer Tool Based on Extended Regular Expression Submatching","Compiler Construction","","","","10.1007/978-3-642-54807-9_10","Martin SulzmannPippijn van Steenhoven","2014","http://link.springer.com/chapter/10.1007/978-3-642-54807-9_10","Chapter"
"A Semantic Search Engine for the International Relation Sector","The Semantic Web – ISWC 2005","","","","10.1007/11574620_71","L. RodrigoV. R BenjaminsJ. ContrerasD. PatónD. NavarroR. SallaM. BlázquezP. TenaI. Martos","2005","http://link.springer.com/chapter/10.1007/11574620_71","Chapter"
"Tree-Structured Conditional Random Fields for Semantic Annotation","The Semantic Web - ISWC 2006","","","","10.1007/11926078_46","Jie TangMingcai HongJuanzi LiBangyong Liang","2006","http://link.springer.com/chapter/10.1007/11926078_46","Chapter"
"Fiction for Design: Appropriating Hollywood Techniques for Design Fictions","Digital Make-Believe","","","","10.1007/978-3-319-29553-4_4","Tom Flint","2016","http://link.springer.com/chapter/10.1007/978-3-319-29553-4_4","Chapter"
"Creating Digital Resources from Legacy Documents: An Experience Report from the Biosystematics Domain","The Semantic Web: Research and Applications","","","","10.1007/978-3-642-02121-3_54","Guido SautterKlemens BöhmDonat AgostiChristiana Klingenberg","2009","http://link.springer.com/chapter/10.1007/978-3-642-02121-3_54","Chapter"
"A Design Process for Exhibiting Design Choices and Trade-Offs in (Potentially) Conflicting User Interface Guidelines","Human-Centered Software Engineering","","","","10.1007/978-3-642-34347-6_4","Llúcia MasipCélia MartinieMarco WincklerPhilippe PalanqueToni GranollersMarta Oliva","2012","http://link.springer.com/chapter/10.1007/978-3-642-34347-6_4","Chapter"
"Autonomous Context-Based Service Optimization in Mobile Cloud Computing","Journal of Grid Computing","","15","3","10.1007/s10723-017-9406-2","Piotr NawrockiBartlomiej Sniezynski","2017","http://link.springer.com/article/10.1007/s10723-017-9406-2","Article"
"An efficient content based image retrieval system using BayesNet and K-NN","Multimedia Tools and Applications","","","","10.1007/s11042-017-5587-8","Munish KumarPayal ChhabraNaresh Kumar Garg","2018","http://link.springer.com/article/10.1007/s11042-017-5587-8","Article"
"A Hybrid Mobility Prediction (HMP) strategy for PCS networks","Pattern Analysis and Applications","","19","1","10.1007/s10044-015-0483-1","Ahmed Ibrahim Mohammed Saleh","2016","http://link.springer.com/article/10.1007/s10044-015-0483-1","Article"
"A deep semantic framework for multimodal representation learning","Multimedia Tools and Applications","","75","15","10.1007/s11042-016-3380-8","Cheng WangHaojin YangChristoph Meinel","2016","http://link.springer.com/article/10.1007/s11042-016-3380-8","Article"
"GARUDA: Gaussian dissimilarity measure for feature representation and anomaly detection in Internet of things","The Journal of Supercomputing","","","","10.1007/s11227-018-2397-3","Shadi A. AljawarnehRadhakrishna Vangipuram","2018","http://link.springer.com/article/10.1007/s11227-018-2397-3","Article"
"Bayesian real-time perception algorithms on GPU","Journal of Real-Time Image Processing","","6","3","10.1007/s11554-010-0156-7","João Filipe FerreiraJorge LoboJorge Dias","2011","http://link.springer.com/article/10.1007/s11554-010-0156-7","Article"
"A GPU-based (8, 4) Hamming decoder for secure transmission of watermarked medical images","Cluster Computing","","18","1","10.1007/s10586-014-0392-x","Md. Shohidul IslamCheol-Hong KimJong-Myon Kim","2015","http://link.springer.com/article/10.1007/s10586-014-0392-x","Article"
"Spatio-Temporal Formalization of Video Events","Content-Based Video Retrieval","","","","10.1007/978-1-4757-4865-9_4","Milan PetkovićWillem Jonker","2004","http://link.springer.com/chapter/10.1007/978-1-4757-4865-9_4","Chapter"
"Integration of audiovisual sensors and technologies in a smart room","Personal and Ubiquitous Computing","","13","1","10.1007/s00779-007-0172-1","Joachim NeumannJosep R. CasasDušan MachoJavier Ruiz Hidalgo","2009","http://link.springer.com/article/10.1007/s00779-007-0172-1","Article"
"Discovery of trading points based on Bayesian modeling of trading rules","World Wide Web","","","","10.1007/s11280-018-0534-9","Qinghua HuangZhoufan KongYanshan LiJie YangXuelong Li","2018","http://link.springer.com/article/10.1007/s11280-018-0534-9","Article"
"The Role of Focus in Advanced Visual Interfaces","KI - Künstliche Intelligenz","","30","3 - 4","10.1007/s13218-015-0411-y","Jason OrloskyTakumi ToyamaDaniel SonntagKiyoshi Kiyokawa","2016","http://link.springer.com/article/10.1007/s13218-015-0411-y","Article"
"Automatic gaze-based user-independent detection of mind wandering during computerized reading","User Modeling and User-Adapted Interaction","","26","1","10.1007/s11257-015-9167-1","Robert BixlerSidney D’Mello","2016","http://link.springer.com/article/10.1007/s11257-015-9167-1","Article"
"Using disability data to estimate design exclusion","Universal Access in the Information Society","","9","3","10.1007/s10209-009-0168-x","S. D. WallerP. M. LangdonP. J. Clarkson","2010","http://link.springer.com/article/10.1007/s10209-009-0168-x","Article"
"Event detection over twitter social media streams","The VLDB Journal","","23","3","10.1007/s00778-013-0320-3","Xiangmin ZhouLei Chen","2014","http://link.springer.com/article/10.1007/s00778-013-0320-3","Article"
"A New Region-based Active Contour Model for Object Segmentation","Journal of Mathematical Imaging and Vision","","53","2","10.1007/s10851-015-0574-z","Michela LeccaStefano MesselodiRaul Paolo Serapioni","2015","http://link.springer.com/article/10.1007/s10851-015-0574-z","Article"
"Augmented Reality Painting and Collage: Evaluating Tangible Interaction in a Field Study","Human-Computer Interaction - INTERACT 2005","","","","10.1007/11555261_7","Giulio JacucciAntti OulasvirtaAntti SalovaaraThomas PsikIna Wagner","2005","http://link.springer.com/chapter/10.1007/11555261_7","Chapter"
"Toward location-aware Web: extraction method, applications and evaluation","Personal and Ubiquitous Computing","","18","5","10.1007/s00779-013-0718-3","Basil HessFabio MagagnaJuliana Sutanto","2014","http://link.springer.com/article/10.1007/s00779-013-0718-3","Article"
"Extracting information from free text radiology reports","International Journal on Digital Libraries","","1","3","10.1007/s007990050024","David B. JohnsonRicky K. TairaAlfonso F. CardenasDenise R. Aberle","1997","http://link.springer.com/article/10.1007/s007990050024","Article"
"Recent progress and trends in predictive visual analytics","Frontiers of Computer Science","","11","2","10.1007/s11704-016-6028-y","Junhua LuWei ChenYuxin MaJunming KeZongzhuang LiFan ZhangRoss Maciejewski","2017","http://link.springer.com/article/10.1007/s11704-016-6028-y","Article"
"Ant Colony Metaphor Applied in User Interface Recommendation","New Generation Computing","","26","3","10.1007/s00354-008-0045-9","Janusz Sobecki","2008","http://link.springer.com/article/10.1007/s00354-008-0045-9","Article"
"A system for ranking organizations using social scale analysis","Social Network Analysis and Mining","","3","3","10.1007/s13278-012-0072-x","Sukru TikvesSujogya BanerjeeHamy TemkitSedat GokalpHasan DavulcuArunaba SenSteven CormanMark WoodwardShreejay NairInayah RohmaniyahAli Amin","2013","http://link.springer.com/article/10.1007/s13278-012-0072-x","Article"
"An FW-BF Based Approach on Elimination of Duplicated Web Pages","Intelligent Data Engineering and Automated Learning – IDEAL 2016","","","","10.1007/978-3-319-46257-8_20","Leiming MaZhengyou Xia","2016","http://link.springer.com/chapter/10.1007/978-3-319-46257-8_20","Chapter"
"How evolutionary algorithms are applied to statistical natural language processing","Artificial Intelligence Review","","28","4","10.1007/s10462-009-9104-y","Lourdes Araujo","2007","http://link.springer.com/article/10.1007/s10462-009-9104-y","Article"
"Learning an Approximation to Inductive Logic Programming Clause Evaluation","Inductive Logic Programming","","","","10.1007/978-3-540-30109-7_10","Frank DiMaioJude Shavlik","2004","http://link.springer.com/chapter/10.1007/978-3-540-30109-7_10","Chapter"
"Modeling cause and effect in legal text","Conceptual Structures: Fulfilling Peirce's Dream","","","","10.1007/BFb0027874","Judith P. Dick","1997","http://link.springer.com/chapter/10.1007/BFb0027874","Chapter"
"Large-scale Gaussian process classification using random decision forests","Pattern Recognition and Image Analysis","","22","1","10.1134/S1054661812010166","B. FröhlichE. RodnerM. KemmlerJ. Denzler","2012","http://link.springer.com/article/10.1134/S1054661812010166","Article"
"A Case Based System for Oil and Gas Well Design with Risk Assessment","Applied Intelligence","","23","1","10.1007/s10489-005-2371-7","Simon KravisRosemary Irrgang","2005","http://link.springer.com/article/10.1007/s10489-005-2371-7","Article"
"Towards Universal Text Retrieval: Tipster Text Retrieval Research at New Mexico State University","Information Retrieval","","3","4","10.1023/A:1009907816505","Mark W. DavisWilliam C. Ogden","2000","http://link.springer.com/article/10.1023/A%3A1009907816505","Article"
"Using OLAP and Data Mining for Content Planning in Natural Language Generation","Natural Language Processing and Information Systems","","","","10.1007/3-540-45399-7_14","Eloi L. FaveroJacques Robin","2001","http://link.springer.com/chapter/10.1007/3-540-45399-7_14","Chapter"
"Coalition for networked information, S pring 1995","Archives and Museum Informatics","","9","2","10.1007/BF02770456","","1995","http://link.springer.com/article/10.1007/BF02770456","Article"
"Foreword","International Journal on Digital Libraries","","1","3","10.1007/s007990050015","","1997","http://link.springer.com/article/10.1007/s007990050015","Article"
"Web News Extraction via Tag Path Feature Fusion Using DS Theory","Journal of Computer Science and Technology","","31","4","10.1007/s11390-016-1655-1","Gong-Qing WuLei LiLi LiXindong Wu","2016","http://link.springer.com/article/10.1007/s11390-016-1655-1","Article"
"Conceptual frameworks of ontologies for Ill-structured problem domains","Scientific and Technical Information Processing","","42","6","10.3103/S0147688215060027","A. A. Kulinich","2015","http://link.springer.com/article/10.3103/S0147688215060027","Article"
"A Case Based System for Oil and Gas Well Design","Developments in Applied Artificial Intelligence","","","","10.1007/3-540-48035-8_59","Simon KravisRosemary Irrgang","2002","http://link.springer.com/chapter/10.1007/3-540-48035-8_59","Chapter"
"Fast Video Retrieval under Sparse Training Data","Image and Video Retrieval","","","","10.1007/3-540-45113-7_40","Yan LiuJohn R. Kender","2003","http://link.springer.com/chapter/10.1007/3-540-45113-7_40","Chapter"
"A Tutorial on Leveraging Knowledge Graphs for Web Search","Information Retrieval","","","","10.1007/978-3-319-41718-9_2","Gianluca Demartini","2016","http://link.springer.com/chapter/10.1007/978-3-319-41718-9_2","Chapter"
"Emergent Semantics Principles and Issues","Database Systems for Advanced Applications","","","","10.1007/978-3-540-24571-1_2","Karl AbererPhilippe Cudré-MaurouxAris M. OukselTiziana CatarciMohand-Said HacidArantza IllarramendiVipul KashyapMassimo MecellaEduardo MenaErich J. NeuholdOlga De TroyerThomas RisseMonica ScannapiecoFèlix SaltorLuca de SantisStefano Spaccapietra","2004","http://link.springer.com/chapter/10.1007/978-3-540-24571-1_2","Chapter"
"Systematization of information resources collections in digital libraries","Programming and Computer Software","","26","3","10.1007/BF02759313","M. R. Kogalovsky","2000","http://link.springer.com/article/10.1007/BF02759313","Article"
"Knowledge representation issues in information extraction","PRICAI’98: Topics in Artificial Intelligence","","","","10.1007/BFb0095291","Wee Li Kwang AngelaTong Loong CheongTan Chew Lim","1998","http://link.springer.com/chapter/10.1007/BFb0095291","Chapter"
"$$\mathcal{M}\text{olecules}\,{\mathcal{o}\text{f}}\,\mathcal{K}\text{nowledge}$$
              : Case Studies","Coordination of Complex Sociotechnical Systems","","","","10.1007/978-3-319-47109-9_9","Stefano Mariani","2016","http://link.springer.com/chapter/10.1007/978-3-319-47109-9_9","Chapter"
"Intelligent digital libraries and tailored services","Journal of Intelligent Information Systems","","43","3","10.1007/s10844-014-0342-3","Jonathan P. LeidigEdward A. Fox","2014","http://link.springer.com/article/10.1007/s10844-014-0342-3","Article"
"Improving Keyword Extraction from Movie Subtitles by Utilizing Temporal Properties","SOFSEM 2016: Theory and Practice of Computer Science","","","","10.1007/978-3-662-49192-8_44","Matúš KošútMarián Šimko","2016","http://link.springer.com/chapter/10.1007/978-3-662-49192-8_44","Chapter"
"Image search in patents: a review","International Journal on Document Analysis and Recognition (IJDAR)","","16","4","10.1007/s10032-012-0197-5","Naeem BhattiAllan Hanbury","2013","http://link.springer.com/article/10.1007/s10032-012-0197-5","Article"
"Text-line examination for document forgery detection","International Journal on Document Analysis and Recognition (IJDAR)","","16","2","10.1007/s10032-011-0181-5","Joost van BeusekomFaisal ShafaitThomas M. Breuel","2013","http://link.springer.com/article/10.1007/s10032-011-0181-5","Article"
"Ink as a First-Class Datatype in Multimedia Databases","Multimedia Database Systems","","","","10.1007/978-3-642-60950-3_5","Walid G. ArefDaniel BarbaràDaniel Lopresti","1996","http://link.springer.com/chapter/10.1007/978-3-642-60950-3_5","Chapter"
"Speed up kernel discriminant analysis","The VLDB Journal","","20","1","10.1007/s00778-010-0189-3","Deng CaiXiaofei HeJiawei Han","2011","http://link.springer.com/article/10.1007/s00778-010-0189-3","Article"
"Improved Prototype Embedding Based Generalized Median Computation by Means of Refined Reconstruction Methods","Structural, Syntactic, and Statistical Pattern Recognition","","","","10.1007/978-3-319-49055-7_10","Andreas NienkötterXiaoyi Jiang","2016","http://link.springer.com/chapter/10.1007/978-3-319-49055-7_10","Chapter"
"Game-based image semantic CAPTCHA on handset devices","Multimedia Tools and Applications","","74","14","10.1007/s11042-013-1666-7","Tzu-I YangChorng-Shiuh KoongChien-Chao Tseng","2015","http://link.springer.com/article/10.1007/s11042-013-1666-7","Article"
"Accurate ball detection in soccer images using probabilistic analysis of salient regions","Machine Vision and Applications","","24","8","10.1007/s00138-013-0518-9","Marco LeoPier Luigi MazzeoMassimiliano NittiPaolo Spagnolo","2013","http://link.springer.com/article/10.1007/s00138-013-0518-9","Article"
"Conscience online learning: an efficient approach for robust kernel-based clustering","Knowledge and Information Systems","","31","1","10.1007/s10115-011-0416-2","Chang-Dong WangJian-Huang LaiJun-Yong Zhu","2012","http://link.springer.com/article/10.1007/s10115-011-0416-2","Article"
"Tied factors analysis for high-dimensional image feature extraction and recognition application","Pattern Analysis and Applications","","20","2","10.1007/s10044-016-0572-9","Haibin LiaoYoubin ChenWenhua DaiRuolin Ruan","2017","http://link.springer.com/article/10.1007/s10044-016-0572-9","Article"
"Functionality of the Orchestra Environment","Organizational Change, Evolution, Structuring and Awareness","","","","10.1007/978-3-642-80399-4_3","Nuno Guimarāes","1998","http://link.springer.com/chapter/10.1007/978-3-642-80399-4_3","Chapter"
"Uni- and multimodal methods for single- and multi-label recognition","Multimedia Tools and Applications","","76","21","10.1007/s11042-017-4733-7","Satoru IshikawaJorma Laaksonen","2017","http://link.springer.com/article/10.1007/s11042-017-4733-7","Article"
"Categorizing Unknown Words: A Decision Tree-Based Misspelling Identifier","Advanced Topics in Artificial Intelligence","","","","10.1007/3-540-46695-9_11","Janine Toole","1999","http://link.springer.com/chapter/10.1007/3-540-46695-9_11","Chapter"
"A novel method for asphalt pavement crack classification based on image processing and machine learning","Engineering with Computers","","","","10.1007/s00366-018-0611-9","Nhat-Duc HoangQuoc-Lam Nguyen","2018","http://link.springer.com/article/10.1007/s00366-018-0611-9","Article"
"Story creation from heterogeneous data sources","Multimedia Tools and Applications","","33","3","10.1007/s11042-007-0100-4","Marat FayzullinV. S. SubrahmanianMassimiliano AlbaneseCarmine CesaranoAntonio Picariello","2007","http://link.springer.com/article/10.1007/s11042-007-0100-4","Article"
"Building HyperView wrappers for publisher Web sites","International Journal on Digital Libraries","","3","1","10.1007/PL00021472","Lukas C. FaulstichMyra Spiliopoulou","2000","http://link.springer.com/article/10.1007/PL00021472","Article"
"Reviewer Integration and Performance Measurement for Malware Detection","Detection of Intrusions and Malware, and Vulnerability Assessment","","","","10.1007/978-3-319-40667-1_7","Brad MillerAlex KantchelianMichael Carl TschantzSadia AfrozRekha BachwaniRiyaz FaizullabhoyLing HuangVaishaal ShankarTony WuGeorge YiuAnthony D. JosephJ. D. Tygar","2016","http://link.springer.com/chapter/10.1007/978-3-319-40667-1_7","Chapter"
"The Trend towards Statistical Models in Natural Language Processing","Natural Language and Speech","","","","10.1007/978-3-642-77189-7_1","Mark Y. Liberman","1991","http://link.springer.com/chapter/10.1007/978-3-642-77189-7_1","Chapter"
"A Very Deep Sequences Learning Approach for Human Action Recognition","MultiMedia Modeling","","","","10.1007/978-3-319-27674-8_23","Zhihui LinChun Yuan","2016","http://link.springer.com/chapter/10.1007/978-3-319-27674-8_23","Chapter"
"FATCHA: biometrics lends tools for CAPTCHAs","Multimedia Tools and Applications","","76","4","10.1007/s11042-016-3518-8","Maria De MarsicoLuca MarchionniAndrea NovelliMichael Oertel","2017","http://link.springer.com/article/10.1007/s11042-016-3518-8","Article"
"Shape-based word recognition","International Journal on Document Analysis and Recognition","","1","4","10.1007/s100320050017","A. Lawrence Spitz","1999","http://link.springer.com/article/10.1007/s100320050017","Article"
"A survey of learning-based techniques of email spam filtering","Artificial Intelligence Review","","29","1","10.1007/s10462-009-9109-6","Enrico BlanzieriAnton Bryl","2008","http://link.springer.com/article/10.1007/s10462-009-9109-6","Article"
"FaceCAPTCHA: a CAPTCHA that identifies the gender of face images unrecognized by existing gender classifiers","Multimedia Tools and Applications","","72","2","10.1007/s11042-013-1422-z","Jonghak KimSangtae KimJoonhyuk YangJung-hee RyuKwangYun Wohn","2014","http://link.springer.com/article/10.1007/s11042-013-1422-z","Article"
"Language, Vision & Music: Workshop Report on The Eighth International Workshop on the Cognitive Science of Natural Language Processing (CSNLP-8) National University of Ireland, Galway (NUI Galway), Galway, Ireland Monday 9th–:Wednesday 11th August, 1999","Artificial Intelligence Review","","14","6","10.1023/A:1006785803977","Paul Mc KevittConn MulvihillSeán Ó Nualláin","2000","http://link.springer.com/article/10.1023/A%3A1006785803977","Article"
"Growing triples on trees: an XML-RDF hybrid model for annotated documents","The VLDB Journal","","22","5","10.1007/s00778-013-0321-2","François GoasdouéKonstantinos KaranasosYannis KatsisJulien LeblayIoana ManolescuStamatis Zampetakis","2013","http://link.springer.com/article/10.1007/s00778-013-0321-2","Article"
"CAPTCHaStar! A Novel CAPTCHA Based on Interactive Shape Discovery","Applied Cryptography and Network Security","","","","10.1007/978-3-319-39555-5_33","Mauro ContiClaudio GuariscoRiccardo Spolaor","2016","http://link.springer.com/chapter/10.1007/978-3-319-39555-5_33","Chapter"
"Integrating Handhelds into Environments of Cooperating Smart Everyday Objects","Ambient Intelligence","","","","10.1007/978-3-540-30473-9_16","Frank SiegemundTobias Krauer","2004","http://link.springer.com/chapter/10.1007/978-3-540-30473-9_16","Chapter"
"BorderShift: toward optimal MeanShift vector for cluster boundary detection in high-dimensional data","Pattern Analysis and Applications","","","","10.1007/s10044-018-0709-0","Xiaofeng CaoBaozhi QiuGuandong Xu","2018","http://link.springer.com/article/10.1007/s10044-018-0709-0","Article"
"Objects and Design","PHP 5 Objects, Patterns, and Practice","","","","10.1007/978-1-4302-0403-9_6","Matt Zandstra","2004","http://link.springer.com/chapter/10.1007/978-1-4302-0403-9_6","Chapter"
"Detection of copy-move image forgery based on discrete cosine transform","Neural Computing and Applications","","","","10.1007/s00521-016-2663-3","Mohammed Hazim AlkawazGhazali SulongTanzila SabaAmjad Rehman","2016","http://link.springer.com/article/10.1007/s00521-016-2663-3","Article"
"Enhancing Geographical Information Resources with Multimedia","Multimedia Cartography","","","","10.1007/978-3-662-03784-3_24","William CartwrightGary Hunter","1999","http://link.springer.com/chapter/10.1007/978-3-662-03784-3_24","Chapter"
"GDSS' formative fundaments","Computer Supported Cooperative Work (CSCW)","","2","4","10.1007/BF00805693","Randall Whitaker","1993","http://link.springer.com/article/10.1007/BF00805693","Article"
"Communicating Dynamic Behaviors: Are Interactive Multimedia Presentations Better than Static Mixed-Mode Presentations?","Theory and Application of Diagrams","","","","10.1007/3-540-44590-0_18","N. Hari NarayananMary Hegarty","2000","http://link.springer.com/chapter/10.1007/3-540-44590-0_18","Chapter"
"MapReduce Workload Modeling with Statistical Approach","Journal of Grid Computing","","10","2","10.1007/s10723-011-9201-4","Hailong YangZhongzhi LuanWenjun LiDepei Qian","2012","http://link.springer.com/article/10.1007/s10723-011-9201-4","Article"
"Conventions and metaphors","The Flash Usability Guide","","","","10.1007/978-1-4302-5465-2_6","Chris MacGregorCrystal WatersDavid DoullBob ReganAndrew KirkpatrickPeter Pinch","2002","http://link.springer.com/chapter/10.1007/978-1-4302-5465-2_6","Chapter"
"Securing Network Communication","The Definitive Guide to Linux Network Programming","","","","10.1007/978-1-4302-0748-1_10","Keir DavisJohn W. TurnerNathan Yocom","2004","http://link.springer.com/chapter/10.1007/978-1-4302-0748-1_10","Chapter"
"Meaningful communities detection in medias network","Social Network Analysis and Mining","","7","1","10.1007/s13278-017-0430-9","Yasmine ChaabaniJalel Akaichi","2017","http://link.springer.com/article/10.1007/s13278-017-0430-9","Article"
"Finding overlapping communities in a complex network of social linkages and Internet of things","The Journal of Supercomputing","","66","3","10.1007/s11227-013-0973-0","Romil BarthwalSudip MisraMohammad S. Obaidat","2013","http://link.springer.com/article/10.1007/s11227-013-0973-0","Article"
"Arguing with the Devil: Teaching in controversial Domains","Intelligent Tutoring Systems","","","","10.1007/3-540-61327-7_166","Symeon RetailsHelen PainMandy Haggith","1996","http://link.springer.com/chapter/10.1007/3-540-61327-7_166","Chapter"
"Populating a Knowledge Base with Object-Location Relations Using Distributional Semantics","Knowledge Engineering and Knowledge Management","","","","10.1007/978-3-319-49004-5_3","Valerio BasileSoufian JebbaraElena CabrioPhilipp Cimiano","2016","http://link.springer.com/chapter/10.1007/978-3-319-49004-5_3","Chapter"
"Learning Theory and Algorithmic Quality Characteristics","Learning Analytics in R with SNA, LSA, and MPIA","","","","10.1007/978-3-319-28791-1_2","Fridolin Wild","2016","http://link.springer.com/chapter/10.1007/978-3-319-28791-1_2","Chapter"
"GEOpod: Using a Game-Style Interface to Explore a Serious Meteorological Database","Design, User Experience, and Usability: Novel User Experiences","","","","10.1007/978-3-319-40355-7_26","Blaise LiffickGary ZoppettiSepideh YaldaRichard Clark","2016","http://link.springer.com/chapter/10.1007/978-3-319-40355-7_26","Chapter"
"Techniques of Programming","Definitive Guide to Excel VBA","","","","10.1007/978-1-4302-0666-8_5","Michael Kofler","2003","http://link.springer.com/chapter/10.1007/978-1-4302-0666-8_5","Chapter"
"Techniques of Programming","Definitive Guide to Excel VBA","","","","10.1007/978-1-4302-0861-7_5","Michael Kofler","2000","http://link.springer.com/chapter/10.1007/978-1-4302-0861-7_5","Chapter"
"Blind-environment interaction through voice augmented objects","Journal on Multimodal User Interfaces","","8","4","10.1007/s12193-014-0166-z","Rosen Ivanov","2014","http://link.springer.com/article/10.1007/s12193-014-0166-z","Article"
"A neural-based concurrency control algorithm for database systems","Neural Computing and Applications","","22","1","10.1007/s00521-011-0691-6","Mansour SheikhanMohsen RohaniSaeed Ahmadluei","2013","http://link.springer.com/article/10.1007/s00521-011-0691-6","Article"
"Automatic evaluation of metadata quality in digital repositories","International Journal on Digital Libraries","","10","2 - 3","10.1007/s00799-009-0054-4","Xavier OchoaErik Duval","2009","http://link.springer.com/article/10.1007/s00799-009-0054-4","Article"
"Introduction","Large Scale Collaborative Virtual Environments","","","","10.1007/978-1-4471-0867-2_1","Chris Greenhalgh BA, PhD","1999","http://link.springer.com/chapter/10.1007/978-1-4471-0867-2_1","Chapter"
"Learning gaze typing: what are the obstacles and what progress to expect?","Universal Access in the Information Society","","8","4","10.1007/s10209-009-0152-5","Hirotaka AokiJohn Paulin HansenKenji Itoh","2009","http://link.springer.com/article/10.1007/s10209-009-0152-5","Article"
"Creating Instructor Dashboards to Foster Collaborative Learning in On-Line Medical Problem-Based Learning Situations","Learning and Collaboration Technologies","","","","10.1007/978-3-319-39483-1_4","Maedeh Assadat KazemitabarStephen BodnarPeter HogaboamYuxin ChenJuan Pablo SarmientoSusanne P. LajoieCindy Hmelo-SilverRicki GoldmanJeffrey WisemanLapki Chan","2016","http://link.springer.com/chapter/10.1007/978-3-319-39483-1_4","Chapter"
"Computational Infrastructure for Experiments in Cognitive Leverage","Cognitive Technology: Instruments of Mind","","","","10.1007/3-540-44617-6_43","Christopher LandauerKirstie L. Bellman","2001","http://link.springer.com/chapter/10.1007/3-540-44617-6_43","Chapter"
"Subjective evaluation of software evolvability using code smells: An empirical study","Empirical Software Engineering","","11","3","10.1007/s10664-006-9002-8","Mika V. MäntyläCasper Lassenius","2006","http://link.springer.com/article/10.1007/s10664-006-9002-8","Article"
"Message Retrieval and Classification from Chat Room Servers Using Bayesian Networks","Intelligent Information Processing III","","","","10.1007/978-0-387-44641-7_63","Debbie ZhangSimeon SimoffJohn Debenham","2007","http://link.springer.com/chapter/10.1007/978-0-387-44641-7_63","Chapter"
"Reducing Driver Task Load and Promoting Sociability through an Affective Intelligent Driving Agent (AIDA)","Human-Computer Interaction – INTERACT 2013","","","","10.1007/978-3-642-40498-6_53","Kenton WilliamsCynthia Breazeal","2013","http://link.springer.com/chapter/10.1007/978-3-642-40498-6_53","Chapter"
